小区,count,lng,lat,上线时间,建筑类型,价格类型,显示价格,户型数量,区,地段,地址,ID
旭辉铂悦西郊,214285,121.191604,31.264619,2017-04-02,独栋别墅,总价,总价,4,嘉定,安亭,博园路6155弄,236986
绿城·黄浦湾,265151,121.51074998247,31.223404018985,2016-04-27,高层,总价,总价,10,黄浦,董家渡,中山南路566弄 近王家码头路,200918
同润Golf街区,37946,121.322515,31.013324,2017-01-13,"独栋别墅,联排别墅,多层",总价,总价,11,松江,车墩,影佳路123弄,237523
景源名墅,32608,121.42516299999998,30.913383000000003,2014-11-14,"联排别墅,双拼别墅",总价,总价,4,奉贤,南桥,钜庭路333弄,236983
新湖·青蓝国际,100000,121.480347,31.268829999999998,2015-04-24,高层,均价,均价,4,静安,西藏北路,东宝兴路，近青云路,245922
绿洲香格丽花园,48128,121.289452,31.427721999999996,2013-09-28,"联排别墅,叠加别墅",总价,总价,3,嘉定,嘉定新城,启悦路358弄,237682
融信铂湾,41500,121.239337,31.143984999999997,2016-03-30,"叠加别墅,小高层",总价,总价,4,青浦,赵巷,置鼎路889弄,250841
创融嘉天地,40000,121.26008149816002,31.348202891762,2016-03-11,,均价,均价,0,嘉定,嘉定新城,伊宁路合作路,252085
佘山东郡,45000,121.24540094538,31.109388268758,2017-05-12,独栋别墅,均价,均价,6,松江,佘山,古楼公路1269弄(近嘉松南路),221220
淡水湾花园二期,370370,121.481526,31.217253999999997,2015-10-23,小高层,总价,总价,9,黄浦,打浦桥,马当路530号,400622
御龙锦园,23000,121.361038,30.76564,2016-09-30,高层,均价,均价,7,金山,金山新城,海丰路128号,246862
云澜湾温泉国际,16000,120.984242,30.819913,2016-10-31,叠加别墅,均价,均价,0,上海周边,嘉善,大云云澜路888号,246953
中建锦绣天地,90000,121.29228032902999,31.19019649175,2017-03-15,,均价,均价,4,青浦,徐泾,蟠中东路1899,416560
远洋鸿郡,98901,121.372972,31.404983,2015-10-17,"独栋别墅,联排别墅",总价,总价,5,宝山,罗店,抚远路699弄,252974
优山美地,16000,121.24669499999999,30.839438,2016-05-14,"独栋别墅,多层",均价,均价,8,金山,金山中部,红光路368弄,400685
阜兴世纪公馆,80000,121.536121,31.230707000000002,2016-11-20,高层,均价,均价,4,浦东,塘桥,向城路29号,415027
盛世御珑湾,80000,121.52366699999999,31.324603000000003,2017-04-30,"小高层,高层",均价,均价,9,杨浦,中原,闸殷路889弄,223235
同济创园,28000,121.49774199999999,31.339032,2018-03-31,,均价,均价,0,宝山,淞南,淞良路10号,411753
华山夏都苑,130000,121.43754399999999,31.2134,2016-04-27,高层,均价,均价,2,长宁,其他,幸福路211弄,423084
硅谷商墅,30000,121.66893547931002,31.034190034899996,2012-08-01,,均价,均价,0,浦东,新场,杨辉路800弄,413242
锦绣佳苑,12000,120.94971332946999,30.908500785546998,2017-11-01,高层,均价,均价,1,上海周边,嘉善,姚庄镇姚庄村洪福路南侧,434388
领第漫生活国际商铺,40000,121.28889197908998,31.175726586402998,2015-04-11,,均价,均价,0,青浦,徐泾,沪青平公路1818号,252609
海珀世家,32618,121.30201100000001,31.096288,2018-02-03,独栋别墅,均价,均价,1,松江,洞泾,新农河路398弄,252252
仁恒西郊花园,60000,121.26472700000001,31.187521999999998,2018-01-01,高层,均价,均价,7,青浦,徐泾,徐盈路1188弄,251331
盘古园府,39000,121.25046234062,31.344089361115,2018-03-02,高层,均价,均价,2,嘉定,嘉定新城,崇信路77弄,418008
同济融创玫瑰公馆,69000,121.405138,31.165382,2018-03-12,小高层,均价,均价,5,闵行,古美罗阳,漕宝路1158弄,253086
淮海名邸,130000,121.4316,31.207268,2016-06-13,多层,均价,均价,9,长宁,虹桥路,安顺路,252941
凤凰城,50000,121.42287900000001,31.025961,2018-12-01,小高层,均价,均价,8,闵行,江川路,景谷中路58弄,249123
佘山一品,33043,121.18166200000002,31.105915999999997,2016-08-27,"联排别墅,叠加别墅",总价,总价,5,松江,佘山,桃源路518弄,252962
国瑞·瀛台,27000,121.495819,31.764879999999998,2017-12-02,"联排别墅,花园洋房",均价,均价,8,上海周边,启东,永兴中路,418326
静安康鑫家园,87000,121.45129216632,31.243958170644998,2018-02-24,"小高层,高层",均价,均价,1,静安,其他,海防路58弄,434971
绿波景园,36000,121.27781999999999,31.113698,2018-12-31,"多层,小高层",均价,均价,5,松江,泗泾,沪松公路2972弄,202638
绿洲华亭茗苑,25000,121.250752,31.471586,2016-09-28,"联排别墅,多层,高层",均价,均价,4,嘉定,嘉定镇,高竹路501弄,400871
恒盛尚海湾二期,150000,121.46759499999999,31.185467,2016-12-25,"小高层,高层",均价,均价,16,徐汇,龙华,凯滨路18弄,189944
招商花园城,45000,121.45351200000002,31.374553999999996,2017-10-30,,均价,均价,3,宝山,杨行,水产路2199弄（近杨泰路）,413896
泰禾金尊府,28000,120.70700938312001,31.256315467412,2017-10-31,高层,均价,均价,1,上海周边,其他,苏州市东方大道与郭新东路交汇处,430935
恒文星尚湾,42000,121.23628300000001,31.229545,2016-03-25,"多层,小高层",均价,均价,10,青浦,华新镇,新凤中路899弄,246599
崇明·三湘森林海尚,31000,121.84033400000001,31.464170000000003,2016-05-28,"联排别墅,双拼别墅",均价,均价,8,崇明,崇明其他,揽海路2500弄,401055
万科虹桥云,45000,121.34225,31.157322999999998,2016-12-08,"标准写字楼,企业独栋",均价,均价,7,闵行,七宝,新龙路1333弄25号,250202
华润佘山九里二期,43000,121.20036100000002,31.161443,2016-10-01,"叠加别墅,多层",均价,均价,5,松江,泗泾,古楼公路659弄,409295
西郊庄园马德里洋房,70000,121.28935800000001,31.204177,2014-02-20,小高层,均价,均价,3,闵行,华漕,金丰路588弄,249038
湖山香颂湾,31000,121.343883,30.754803999999996,2016-09-30,"小高层,高层",均价,均价,5,金山,金山新城,龙轩路999弄，龙轩路869弄,252939
虹桥正荣中心,47000,121.32311399999999,31.208014000000002,2015-08-26,,均价,均价,7,闵行,华漕,申虹路666弄8号楼(申贵路兴虹路),253202
信义嘉庭,40000,121.280478,31.377990999999998,2016-10-06,高层,均价,均价,8,嘉定,嘉定镇,翁家宅路89弄，复华路28弄,251963
颐湾丽庭,34246,121.042203,31.121396999999998,2015-01-31,联排别墅,总价,总价,7,青浦,朱家角,绿舟路118弄,252688
绿地虹桥世界中心,2857142,121.31046299999998,31.191171999999998,2016-07-23,,总价,总价,3,青浦,徐泾,诸光路1588弄青浦（国家会展中心南区）,413250
御湖别墅,51111,121.248341,31.158259,2015-11-06,独栋别墅,总价,总价,9,青浦,赵巷,青平公路2558弄,237192
花园里,43000,121.268051,31.349836,2016-08-27,高层,均价,均价,3,嘉定,嘉定新城,德富路900弄,240822
万源城御璄,90000,121.39953500000001,31.155483,2016-05-05,高层,均价,均价,7,闵行,古美罗阳,古龙路666弄,252111
华洲君庭,215384,121.61148,31.229605,2008-09-29,独栋别墅,总价,总价,6,浦东,张江,银柳路385弄,219849
东方现代悦享城,22000,121.58838999999999,30.933154,2017-04-08,,均价,均价,3,奉贤,海湾,人民路239弄98号等,417948
嘉天下休闲广场,50000,121.32524593068999,31.296359312202,2010-04-30,,均价,均价,3,嘉定,南翔,沪宜公路91号,410619
东郊壹号,372277,121.606699,31.227787,2010-07-18,独栋别墅,总价,总价,6,浦东,张江,银柳路58弄,237659
滨江·万家花城,13800,121.011847,30.682726000000002,2017-07-22,"独栋别墅,联排别墅,双拼别墅,高层",均价,均价,2,上海周边,嘉兴,平湖主城区，梅园路与胜利路交叉口,416600
东方鸿璟,36000,121.76718100000001,31.106412,2014-06-29,"联排别墅,多层,小高层",均价,均价,7,浦东,祝桥,卫亭路999弄，航亭环路399弄,247763
新华联国际中心,5312500,121.314777,31.20755,2016-04-05,,总价,总价,1,闵行,华漕,泰虹路456弄（近申滨路）,413298
万科翡翠公园商铺,115857,121.61566245838002,31.184700559265,2017-09-19,,总价,总价,12,浦东,张江,荣科路277弄（近百业路）,430810
合悦·江南,16000,120.572686,30.545333000000003,2017-07-29,"双拼别墅,多层",均价,均价,14,上海周边,嘉兴,悦容路,251284
绿地海珀佘山,59259,121.18094199999999,31.094545,2016-10-24,"独栋别墅,联排别墅,叠加别墅,多层",总价,总价,7,松江,佘山,九江公路159弄,389825
绿地海珀风华,45300,121.241256,31.139721,2015-09-10,"独栋别墅,联排别墅,叠加别墅",均价,均价,7,青浦,赵巷,业煌路128弄,252605
金山联东U谷,6500,121.32091499999999,30.842340999999998,2012-06-01,,均价,均价,2,金山,朱泾,夏宁路818弄62号,413260
中梁秀湖壹号院,12000,120.68540300000001,30.779915999999997,2017-01-07,"多层,小高层,高层",均价,均价,2,上海周边,嘉兴,秀洲区秀园路与东升西路交叉口,426859
鹏欣一品漫城四五期商铺,50000,121.494565,31.119756,2012-09-01,,均价,均价,3,闵行,浦江,芦恒路378弄,410728
润冠产业园,20000,121.17258236597,31.170809147068,2016-01-01,,均价,均价,1,青浦,青浦新城,崧复路777号,415447
远洋•丽兹堡,73375,121.37246699999999,31.407028000000004,2011-11-21,独栋别墅,总价,总价,4,宝山,罗店,抚远路885弄,241032
东郊罗兰别墅,130000,121.61363100000001,31.230453000000004,2016-09-01,独栋别墅,均价,均价,4,浦东,张江,金港路2280弄,253087
鹏欣一品漫城四期壹品别墅,62000,121.49520700000001,31.120846999999998,2014-04-12,"联排别墅,小高层",均价,均价,3,闵行,浦江,芦恒路378弄,240501
金大元御珑宫廷,77777,121.656415,31.208326,2016-05-01,"联排别墅,小高层",总价,总价,3,浦东,唐镇,唐丰路881弄,248351
中洲君廷,150000,121.46057900000001,31.186730999999998,2016-04-23,小高层,总价,总价,4,徐汇,龙华,宛平南路1188弄,249277
华侨城苏河湾塔尖住宅,190000,121.488069,31.248287,2016-05-01,高层,均价,均价,17,静安,西藏北路,山西北路88弄,245918
晶苑四季御庭(四期),61221,121.343503,31.083965000000003,2015-09-26,"独栋别墅,联排别墅,双拼别墅",总价,总价,6,松江,新桥,明华路888弄,235574
复地御西郊,100000,121.36545100000001,31.205555,2015-08-30,多层,均价,均价,7,长宁,虹桥路,金浜路188弄,246500
大宁·揽翠艺墅,115000,121.46541599999999,31.296511,2015-12-01,"独栋别墅,联排别墅,叠加别墅",均价,均价,2,静安,大宁绿地,广延路1099弄,218816
明天华城,53000,121.58748500000002,31.107109,2016-08-13,高层,均价,均价,6,浦东,周康,康沈路2262弄，周星路500弄,193094
申亚花满庭,37500,121.56058038052,30.989112283716,2011-09-17,"联排别墅,双拼别墅,多层,高层",均价,均价,12,奉贤,金汇,航南公路1981弄8号,237693
经纬·学士逸居家园,50000,121.41146699999999,31.330621999999998,2016-09-28,"多层,小高层",均价,均价,7,宝山,上大,纬地路99弄,205003
融科托斯卡纳庄园,16000,121.42489599999999,31.804122999999997,2011-07-14,"联排别墅,双拼别墅",均价,均价,6,上海周边,启东,沙南西路1100号,237713
同润蓝美俊庭,37500,121.753193,30.967571000000003,,"叠加别墅,高层",总价,总价,5,浦东,惠南,南芦公路989弄,249106
恒大御景湾,48000,121.286501,31.324498,2016-04-02,"多层,高层,花园洋房",均价,均价,10,嘉定,马陆,育英南街55弄,383842
绿地中心二期,70000,121.46426706109,31.190345008355,2013-06-22,,均价,均价,2,徐汇,龙华,东安路562号,250093
海伦广场,35000,121.26635880949,31.328456984707,2015-04-25,,均价,均价,0,嘉定,马陆,崇文路1851弄,252334
森林里,24000,119.76993054549999,49.218031411674005,2015-09-09,,均价,均价,0,崇明,崇明新城,建设镇秀水路77弄,426206
尚海郦景名苑,210526,121.54210800000001,31.246285999999998,2016-09-03,"叠加别墅,高层",总价,总价,8,浦东,洋泾,桃林路299弄,253112
上海青浦万达茂商铺,40000,121.08920781831002,31.140114968076,2018-02-20,,均价,均价,0,青浦,青浦新城,淀山湖大道851号,432935
北创匯公館,40000,121.583036,31.184694,2017-12-15,,总价,总价,0,浦东,北蔡,五星路883号,401159
中展璞荟,64000,121.24718541545,31.063286874562003,2018-01-01,,均价,均价,0,松江,松江新城,广富林路798弄,400612
乔爱庄园,35792,121.351744,31.088057,2009-10-16,独栋别墅,总价,总价,2,松江,新桥,明中路666弄,220532
碧桂园云谷,9000,120.963523,31.938144,2017-10-31,,均价,均价,0,上海周边,其他,通盛大道，近宏兴路,432885
百润时代,35000,121.930221,30.903357,2013-08-17,标准写字楼,均价,均价,0,浦东,临港新城,申港大道133号（申港大道和山兰路交汇处）,413228
鹏欣一品漫城三期浅山别墅,77966,121.500234,31.122571,2012-03-01,联排别墅,总价,总价,2,闵行,浦江,浦星公路568弄,419207
华泰中心,32000,121.32659,31.244131,2016-10-03,,均价,均价,0,嘉定,江桥,金运路355号（金运路与鹤旋路交汇处 ）,400602
蓝堡公馆商铺,29000,121.36096249519,30.737804171182,2011-12-01,,均价,均价,0,金山,金山新城,卫清东路2961号,410667
光明嘉域生活中心,27000,121.27063524786001,31.353911237759995,2016-08-27,,均价,均价,0,嘉定,嘉定新城,天祝路377弄,425177
上海名流国际商业街,45000,121.71868130898001,31.04967556297,2017-08-01,,均价,均价,0,浦东,惠南,南六公路99弄2号,418797
汇金兰庭,12000,120.89620796143998,30.946134109025998,2017-03-01,多层,均价,均价,1,上海周边,嘉善,嘉善西塘古镇西园路319号,434382
印象钢谷,12000,121.3603089808,31.463577512464,2009-11-18,,总价,总价,0,宝山,罗泾,潘泾路4333号（靠近金石路）,420146
金领国际商铺,55000,121.63692531427,31.248831038309003,2017-04-25,,均价,均价,0,浦东,唐镇,浦东锦绣东路5111弄（近川沙路）,432061
上海两港装饰城,20000,121.71698899999998,31.082340999999996,2017-06-30,,均价,均价,0,浦东,惠南,南六公路675、725、775号,410760
咸塘商业步行街,30000,121.603144,31.043134999999996,2008-12-19,,均价,均价,0,浦东,航头,沪南路5469弄,420247
天星花苑商铺,10000,120.81085205234,30.899998286368998,2011-03-25,,均价,均价,0,上海周边,嘉善,天凝镇凝溪东路51号,434594
连城1号,45000,121.437794,30.995516,2013-01-01,,均价,均价,0,奉贤,西渡,沪杭公路228弄,421440
苏宁天御国际广场,90000,121.386301,31.228064,2013-07-06,,均价,均价,0,普陀,长风,丹巴路99号(近云岭东路),413291
复旦软件园·智慧新天地,43000,121.55003520821998,31.282304699982,2013-05-19,,均价,均价,0,杨浦,东外滩,隆昌路590、592号,424479
骏丰国际财富广场,55000,121.50833,31.279513,2008-09-19,,均价,均价,0,虹口,北外滩,大连路1599号,412224
新角里,20000,121.06420200000001,31.115469,2014-06-30,,均价,均价,0,青浦,朱家角,祥凝浜路468-530号,410858
平高世贸中心,31000,121.2421988167,31.012303038934,2014-09-30,,均价,均价,0,松江,松江老城,中山中路79弄9号,424122
山鑫城市广场,16800,121.35269690583999,30.735404147095,2007-11-02,,均价,均价,0,金山,金山新城,卫清西路139-149号,413274
韩村路商业街,30000,121.46917190091999,30.946524281261002,2011-11-10,,均价,均价,0,奉贤,南桥,韩村路498号,432260
东张江1号,30000,121.733672,31.240717999999998,2015-12-01,,均价,均价,0,浦东,川沙,环庆中路389、399号,410934
总部1号,23000,121.426502,31.080251,2007-01-24,,均价,均价,0,闵行,颛桥,都会路2338号（靠近颛兴路）,413322
嘉一智汇,16000,121.180543,31.153727000000003,2014-03-31,,均价,均价,0,青浦,青浦新城,沪青平公路3938号,401224
国信世纪海景,1010101,121.52028700000001,31.217846999999995,2011-05-28,高层,总价,总价,3,浦东,塘桥,浦明路1288弄,239896
禹洲城市广场,20000,121.87424986851002,30.981508969963002,2017-09-30,,均价,均价,0,浦东,临港新城,首善街759弄,415321
世宏•金源中心,40000,121.36769855306999,31.128637488358002,2016-07-05,,均价,均价,1,闵行,莘庄,园文路28号,252427
上海佳程广场,39000,121.46199474094,31.310995225583,2016-06-20,,均价,均价,0,静安,彭浦新村,场中路1518号（近岭南路）,413278
悦立方商业广场,38000,121.35670019389,30.757538466063,2015-12-12,,均价,均价,0,金山,金山中部,龙翔路436弄、海芙路186弄等,423818
旭辉浦江国际,38000,121.52073347407,31.083494656396,2012-09-26,,总价,总价,0,闵行,浦江,闵行区联航路1650号（近恒南路),422784
御景龙庭商铺,15000,121.33041036597,30.738558989827,2013-12-04,,均价,均价,0,金山,金山新城,学府路818弄（近金山大道）,432050
虹桥宝龙城商铺,25000,121.241227,31.236454,2015-03-01,,均价,均价,0,青浦,华新镇,新府中路华志路交叉口,389758
百联崇明商业广场,26000,121.42239599999999,31.631210999999997,2015-11-28,,均价,均价,0,崇明,崇明新城,城桥镇翠竹路2377号 （崇明大道鼓浪屿路交汇处）,252396
移动智地,15000,121.17982840741001,31.153416603948997,2014-03-31,,均价,均价,0,青浦,青浦新城,沪青平公路3938弄,250374
吉陆广场,40000,121.28287406487,31.327080330818,2017-06-01,,均价,均价,0,嘉定,马陆,崇教路19号,416858
名企公馆,12000,121.29151816449,31.074449118131,2015-12-12,,均价,均价,0,松江,新桥,泗砖南路255弄(卖新公路与泗砖南路交汇处),413268
绿地海岸城,27000,121.73449879231,31.233823588383004,2016-10-30,,均价,均价,0,浦东,唐镇,环庆南路336弄（近高科东路与庆利路路口）,424128
景瑞尚滨江,27000,121.52021951185,31.219437766683,2016-12-25,,总价,总价,0,浦东,塘桥,浦明路1288弄10号,426271
中凯曼荼园,128000,121.18021200000001,31.084473,2010-06-30,独栋别墅,均价,均价,22,松江,佘山,佘天昆公路333弄,236928
温莎庄园,128000,121.480877636,31.227550425262,2017-11-25,多层,总价,总价,0,上海周边,其他,英国大伦敦斯劳,431829
市北新中新,40000,121.46501,31.30247,2014-02-01,,均价,均价,0,静安,大宁绿地,寿阳路99弄,413289
理想未来中心商铺,20000,121.46441100000001,30.916355,2011-05-31,,均价,均价,0,奉贤,南桥,江海路388弄近南奉公路,426315
近铁城市广场,45000,121.38876025645,31.238516081599002,2013-12-28,,均价,均价,0,普陀,长风,普陀金沙江路1518弄2号（近真北路）,413262
东方慧谷,45000,121.29761676247,31.339070293595,2011-12-01,,总价,总价,0,嘉定,嘉定新城,宝安公路2999号,420639
当代万国府MOMA,80000,121.436278,31.017913,2016-12-25,,均价,均价,0,闵行,江川路,沧源路588弄,415775
中信广场,81800,121.49070528158,31.254129131167,2008-09-12,,均价,均价,0,虹口,北外滩,四川北路859号,410310
人生港湾南欧城商铺,12000,121.77548341716002,31.047439349815,2012-06-30,,均价,均价,0,浦东,惠南,惠南镇城南路918弄（靖海路与沪南公路交汇口）,418159
嘉誉国际广场,35000,121.51511599999999,31.33502,2014-03-29,,均价,均价,0,杨浦,新江湾城,淞沪路1660号（近殷行路）,413258
中国铁建青秀城商铺,33000,121.404881,31.367386,2016-06-30,,均价,均价,0,宝山,顾村,宝荻路500弄,412443
同济逸仙大厦,26000,121.49625400000001,31.300757,2012-05-25,,均价,均价,0,杨浦,五角场,逸仙路13-25（单）号,424429
瀛通绿地大厦,26000,121.47736654008001,31.198151285275998,2011-04-10,,总价,总价,0,黄浦,打浦桥,开平路88号(日晖东路555号),413307
长兴海洋科技港,8300,121.76041699999999,31.362744,2015-08-22,,均价,均价,0,崇明,长兴岛,江南大道1333号,423017
绿地小米公社商铺,27000,121.67150530509,30.917591441869,2015-08-22,,均价,均价,0,奉贤,奉城,兰博路1189弄,428596
西郊乐缤纷广场,36000,121.23867574673001,31.233788176052,2016-10-22,,均价,均价,0,青浦,华新镇,新府中路1399弄,415486
祥腾·东平森林1号,32000,121.479918,31.681362,2015-05-01,,均价,均价,0,崇明,崇明新城,建设镇20-014街道0009街坊（北沿公路与虹富路交汇处）,426234
万联城,20500,120.93407718032,30.824457753734002,2014-12-21,高层,均价,均价,0,上海周边,嘉善,世纪大道与嘉善大道交汇处,434649
浦纳美筑,10800,121.82264342846001,30.918126577684003,2016-08-01,,均价,均价,0,浦东,临港新城,南芦公路1738弄16号,428139
金色家园,16000,120.83327091966999,30.852640347885,2016-12-16,多层,均价,均价,0,上海周边,嘉善,杨庙大道与育才路的交汇处,434385
尚品华庭,38300,121.323742,31.213167,2018-01-15,,均价,均价,0,闵行,华漕,申虹路928弄,415422
中建大公馆,165600,121.52188868471,31.337431265993,2015-06-27,"独栋别墅,联排别墅,叠加别墅",均价,均价,4,杨浦,新江湾城,杨浦江湾城路899号（近国秀路），新江湾城政和路538弄1-230号,239927
步阳御江金都,36000,121.25038799999999,31.403347999999998,2015-11-15,"小高层,高层",均价,均价,5,嘉定,嘉定新城,嘉唐公路88弄,237695
华侨城苏河湾商铺,60000,121.486741,31.247584000000003,2013-09-16,,均价,均价,0,静安,上海火车站,苏州路912号,410588
璟储新和湾,17000,121.33711213132,31.456800147409,2015-04-18,,均价,均价,0,宝山,罗泾,沪太路8399弄,420845
光大安石中心,65000,121.521302,31.262409,,,均价,均价,0,杨浦,东外滩,霍山路398号（近大连路）,429601
海盐合景天峻,13000,120.94375900000001,30.547665999999996,2017-12-16,高层,均价,均价,0,上海周边,嘉兴,百尺北路，近华丰路,433572
银亿公园壹号,125000,121.55766799999999,31.216865999999996,2017-01-15,高层,均价,均价,4,浦东,花木,花木路826弄,414643
华东国际建材家居城,10000,120.91343,30.857088,2017-12-09,,均价,均价,0,上海周边,嘉善,景明路28号,431944
融易创客SOHO,8650,120.879364,30.828083000000003,2017-12-30,,均价,均价,0,上海周边,嘉善,嘉善县罗星街道厍浜村、归谷园区,434545
乐活天地,40000,121.12006783721,31.194977939821,2016-05-08,,均价,均价,0,青浦,青浦新城,振盈路79弄,424147
亿丰时代广场,130000,121.51387700000001,31.168676,2014-03-30,,均价,均价,0,浦东,三林,云台路766、768、772-800号等,415444
盛创企业天地,14000,121.28088121838002,31.407736292663998,2014-05-15,,均价,均价,0,嘉定,嘉定新城,嘉罗公路1661弄,420602
祥和王宫,85763,121.39266896382,31.288819571311002,2014-11-21,"独栋别墅,双拼别墅",总价,总价,4,普陀,真如,古浪路391弄,252953
绿地中央广场,39000,121.46047921355,31.305334490874,2013-12-20,,均价,均价,0,静安,彭浦新村,闸北江场路1377弄（江场路寿阳路路口）,413266
高桥红坊,39000,121.580956,31.353215999999996,2014-12-06,,总价,总价,0,浦东,外高桥,张杨北路5688弄等,410525
上海国际研发总部基地,22000,121.41548700000001,31.321528999999998,2012-12-01,,均价,均价,0,宝山,上大,沪太路2999号（近上大路）,413277
安信财富中心,18000,121.49480905665001,31.399546099682997,2014-04-01,,均价,均价,0,宝山,淞宝,牡丹江路1248号,431336
嘉善国际木雕城,18000,120.94180015845,30.884411027262,,,总价,总价,0,上海周边,嘉善,木业大道777号,428779
同润十里洋坊商铺,50000,121.32328600000001,31.012686,2011-08-01,,均价,均价,0,松江,松江新城,车墩镇影佳路123弄,410556
毓阳东首岸,30000,121.93134765838998,30.903114465728002,2012-02-14,,均价,均价,0,浦东,临港新城,山兰路446号（近水芸路）,413311
三弦海上金街,20000,121.53088573064,31.072701941563,2016-10-28,,均价,均价,0,闵行,浦江,三鲁公路3003弄,414353
中关村虹桥中心,38500,121.356677,31.236138,2015-11-08,,均价,均价,0,长宁,虹桥路,临空经济园区金轮路临虹路,413318
金沙御墅,48000,121.378447,31.240122999999997,2011-05-11,,均价,均价,0,普陀,长征,金沙江路2009弄,426198
康乐金街,40000,121.763722,31.123965999999996,2016-10-13,,均价,均价,0,浦东,祝桥,南祝路388号（近南祝路）,415461
中环协信天地,38000,121.464533,31.303523,2014-02-01,,均价,均价,0,静安,彭浦新村,闸北江场路1228弄,413319
申亚时代广场,34400,121.438768,31.220996999999997,2017-12-14,,均价,均价,0,长宁,虹桥路,天山西路18号　,413286
金山工商联大厦,18800,121.352473,30.752421000000002,2016-03-10,,均价,均价,0,金山,金山新城,龙山路295弄,412320
鹏欣一品漫城一二期商铺,62000,121.50126855691002,31.123336231434998,2012-09-01,,均价,均价,0,闵行,浦江,浦星公路568号,432044
中童巴比尼,30000,121.33676399999999,31.3117,2015-01-18,,均价,均价,0,嘉定,南翔,浏翔公路699号,419777
上坤·上街,40000,121.34988231008002,31.425844377623,2015-11-15,,均价,均价,0,宝山,罗店,塘西街299弄,298389
江南印象,15000,120.910211,30.946785,,联排别墅,均价,均价,0,上海周边,嘉善,南苑路288号,430476
上海朕天光电科技园,8500,121.70403810084998,31.012951170847,2013-11-16,,均价,均价,0,浦东,惠南,汇技路988号(近申腾路),413283
赢华国际广场,41000,121.39183799999999,31.226643,2010-12-28,,均价,均价,0,普陀,长风,光复西路2899号1-11号,424482
禹洲金桥国际商铺,40000,121.620228,31.260724,2013-01-17,,均价,均价,0,浦东,金桥,金豫路50弄,410910
中房晶华公馆,38000,121.528149,31.152240000000003,2015-04-20,,均价,均价,0,浦东,三林,东明路2600，2608，2612号等,410938
嘉善新天地,20000,120.9378847751,30.822105069520997,,,均价,均价,0,上海周边,嘉善,农商城西尚客优快捷酒店,434552
中邦金座,20000,121.57778700000001,31.142357,2007-07-01,,总价,总价,0,浦东,周康,秀沿路877号,410935
