小区,房屋数量,count,均价变动,lng,lat,地址
金溪三村,26,12892.0,-0.0669016,120.93035400000001,31.042053000000003,金溪三村
久久小区,117,7311.0,-0.1161,120.79520500000001,30.7344,双溪路
爱丁堡(别墅),1,40741.0,0.121024,120.733455,31.489334999999997,湘太路98号
新港名墅花园,1,13067.0,-0.379284,120.516582,31.365229,鸿福路201号
翰林缘,1,15454.0,,120.754818,31.283326000000002,翰林路
荣盛观湖景园,120,8482.0,0.00627889,120.83366200000002,30.823423,兴民路
崇福凤凰城(别墅),1,9168.0,-0.09654360000000001,120.428376,30.532474,"崇民大道,近崇永线"
柏盛园,4,12401.0,-0.26356199999999996,120.97170700000001,31.370873,柏庐南路
新城虞悦豪庭,1,32388.0,0.0305723,120.79858,31.654018,宝山路8号
锦绣花园,1,9335.0,-0.186934,120.696009,30.519301000000002,南苑路431
太湖城仕公寓,72,14895.0,-0.125248,120.398422,31.224379,环湖大道68号
中梁吴越首府,6,13219.0,-0.016389599999999997,120.729248,30.749459,"桐乡大道,近九九大街"
凌波苑,4,9435.0,0.126453,120.77421299999999,30.783640000000002,凌塘路319号
天欣花苑,6,7060.0,0.110963,120.820319,30.900832,兴贤东路
春江花苑,9,8473.0,-0.051955600000000005,120.63041299999999,30.496143,庆东路，近硖斜路
嘉兴世界贸易中心,7,9504.0,-0.15679400000000002,120.802746,30.743694,"广益路,近云东路"
春晖锦苑,13,10410.0,-0.20831799999999998,120.99401499999999,31.402646,春晖路
万联城,55,10210.0,-0.128602,120.93391799999999,30.824594,嘉善大道688号
盈和花苑,7,12378.0,0.494054,120.961265,30.917322,兴学路329号
苏园,3,17426.0,-0.0393,120.520606,31.275322999999997,向阳河路18号
万达华府,12,12489.0,0.153302,120.839077,32.041499,江海大道
金洲海尚,120,11449.0,0.0121324,120.941722,30.548216999999998,"百尺北路,近华丰路"
康桥名园,13,8870.0,-0.262417,120.45394399999999,30.448584000000004,开元路
盛世豪庭,8,10588.0,0.031104700000000002,120.703576,30.764771999999997,聚贤路68号
翡翠名都(商住楼),1,15837.0,0.48777600000000004,120.98532,31.369811,"合兴路,近长江南路"
新溪新村,4,10556.0,0.161408,120.93513899999999,31.725937,新溪路
华府庄园,5,12932.0,0.00131353,120.85996999999999,31.393648,马鞍山路1999号
梅湘园,3,8654.0,,120.83040700000001,30.803162,灵湖东路857号
时代御湾,1,15359.0,-0.027773000000000003,120.97314399999999,31.194961,锦淀路
丁香花园,39,10456.0,-0.0671566,120.941928,30.858361,施家北路378号
阳光世纪花园,49,10152.0,-0.24305,120.98728,31.401059999999998,长江北路99号
水晶湖畔,47,13728.0,-0.06339249999999999,120.906704,31.091494,张元东路2号
海韵江南,5,9380.0,0.11156300000000001,120.91811100000001,30.517462,"环城南路,近楞港路"
尚湖玫瑰园,1,13171.0,0.0203963,120.695002,31.638105,尚湖中央大道
江南丽园,1,10003.0,0.23805500000000002,120.418678,30.711426,万兴路
浦东街40号小区,1,10249.0,0.0799898,120.951352,31.291853000000003,浦东街40号
晴湾佳苑,12,11939.0,0.0356972,120.722802,30.75542,文昌路1299号
秀水人家,2,9420.0,0.084603,120.76641799999999,30.775921999999998,青龙街42号
诚恒世嘉,3,9509.0,0.0553906,120.72543999999999,30.890953000000003,北虹东路129号
东辉铂领花园,1,11583.0,0.0497834,120.99094199999999,31.407783000000002,新浦路663号
皇冠花苑,1,9056.0,0.015335499999999998,120.773082,30.754569,菱香路34号
嘉园城市心境,1,9490.0,-0.00624661,120.92711299999999,30.838843,车站南路576号
苏通壹号公馆,1,11442.0,0.074568,120.89591000000001,31.959978000000003,江安路66号
龙盛右岸名邸,1,9423.0,0.0334277,120.696675,30.757525,秀园路119号
尚品公馆,29,8418.0,0.0110194,120.838711,30.57803,大洋东路8号
新城海上风华,55,14654.0,0.00754614,120.92652,30.8274,"世纪大道,近车站南路"
嘉城绿都秋菊苑,2,11254.0,-0.22236199999999998,120.78906699999999,30.779465000000002,宜城路
中星城际广场萃苑,6,15431.0,-0.11678599999999999,120.96111,31.360383000000002,九华山路199号
都谷花苑,2,7940.0,0.0383202,120.68561100000001,30.546365,文苑路650号
公园道1号,167,11066.0,0.00611654,120.699142,30.499959999999998,"江南大道,近海昌南路"
龙泽园,4,9989.0,-0.139476,120.72100800000001,30.872776,闻川路
新泾公寓,1,7294.0,0.0139005,120.57665800000001,31.834308,"新泾东路,近东南大道"
创业公寓,15,12281.0,0.368113,120.78498799999998,30.775422999999996,创业路
金凤城(别墅),6,12281.0,0.00243732,120.80503,30.337892,凤凰路38号
南林嘉园(别墅),5,8888.0,0.0312101,120.39334199999999,30.867524,适园西路1188号
钱江君庭(北区),3,16243.0,-0.0245891,120.56798400000001,30.40887,中新路79号
万城理想公馆,110,10254.0,-0.026029900000000005,120.66736200000001,30.53175,"硖仲路,近双联路"
万城明月公馆,53,9960.0,-0.00396897,120.66909199999999,30.522084999999997,"广顺路,近联合路"
花苑新村,3,12409.0,-0.0588495,120.521679,31.265741,花苑街
中天观庭,35,7786.0,-0.0504415,120.395605,31.954593,"镇山路,近长江西路"
海德公寓,3,10112.0,0.138544,120.56398,30.62728,梧丰路511号
梅园新村,1,10631.0,0.44757600000000003,120.592495,30.979081,下塘街
丽景国际,1,12062.0,-0.052237599999999995,120.66848700000001,31.168622999999997,建业路88号
铂金府邸,114,10874.0,0.00564774,120.80958999999999,30.745707,中港路619号
盈都江悦城,2,10092.0,-0.131856,120.40508100000001,30.345971999999996,春潮路
罗马都市(一期),5,11328.0,-0.00616509,120.79951100000001,30.753528999999997,望湖路899号
锦绣公寓楼,2,12679.0,0.152705,120.875817,31.278003000000002,晓市路47-6号
金域世家(别墅),2,10876.0,-0.0541769,120.665124,30.530866999999997,硖仲路499号
大树花园(东区),2,8728.0,0.0165908,120.71893,30.767443,蓬莱路61号
凤凰名邸,16,9241.0,0.0544823,120.951314,30.586988,盐佳路
东湖小区,1,10997.0,0.16481300000000002,120.98303200000001,31.38823,黄河北路179号
濠南君邑,1,52266.0,,120.87828799999998,32.010007,青年中路56号
金汇智博广场,2,10297.0,0.172261,120.934809,30.514062,百尺南路
东茂商业广场,172,10966.0,-0.0371381,120.647267,30.909754,"舜湖西路,近西环路"
金凤凰小区,3,13388.0,-0.149596,120.971069,31.385457000000002,集街21号
彩虹苑,1,23900.0,0.0459685,120.59633799999999,31.301269,双虹路289号
吉水花园,3,7043.0,-0.0483485,120.74441100000001,30.760323,吉水路341号
沁园,3,26981.0,-0.11592899999999999,120.951045,31.417066,水秀路1209号
汇金公馆,1,7762.0,-0.00182678,120.58181,31.26105,宝带西路
通澄美墅(别墅),1,17632.0,-0.0719946,120.896073,31.392187,通澄路
景湖花园,21,9395.0,-0.0612552,120.80356,30.760243,云东路62号
祥生玖熙花苑,393,10971.0,0.00595631,120.76316100000001,30.716403000000003,新气象路
放鹤洲花园(南区),9,12383.0,-0.029898599999999997,120.747323,30.748178000000003,望鹤路99号
苏州湾壹号,1,12688.0,-0.00024452,120.60103000000001,31.148984000000002,"高新路,近水秀街"
嘉辉Loft公馆,33,9414.0,0.0370695,120.789773,30.774693,湘溪路76号
玲珑花园,1,8942.0,-0.002788,120.39183,30.956059000000003,望山路
巴比伦国际广场(商住楼),10,14189.0,0.00918723,120.959108,31.366678999999998,人民南路998号
国际华城,100,11854.0,-0.0182737,120.984394,31.092740999999997,沪青平公路7502号
大华城市花园,8,10961.0,0.0431592,120.76083999999999,30.741471,会展路257号
海盐金色江湾,334,11960.0,-0.0359476,120.961207,30.546896999999998,新桥北路
商盛秋居(南区),3,11615.0,-0.22565500000000002,120.936098,30.863089000000002,谈公北路
三千邑,11,12786.0,0.00463852,120.67363300000001,31.183751,江陵东路689号
华玉佳苑,1,11235.0,0.036247900000000007,120.797802,30.789471999999996,鸣羊路
花园公寓,1,18554.0,0.23929,120.76513600000001,31.663255,枫林路18号
西城时代,1,8407.0,0.041698900000000004,119.877205,31.012847999999998,滨海路
世茂尚景蓝湾,19,8549.0,-0.0349849,120.788409,30.711941999999997,五环洞路88号
威尼斯花园(别墅),1,19140.0,0.07223589999999999,120.64983600000001,31.263965000000002,白云街2号
满庭芳,2,7957.0,-0.00164389,120.54674299999999,30.640278000000002,凤鸣路21号
和融优山美地公馆(别墅),3,17433.0,-0.034265,120.669582,31.289946999999998,独墅湖大道
茗品别墅,2,33628.0,0.0551908,120.799674,30.677508000000003,五星路1250号
芝溪花园,2,10681.0,0.0374032,120.967626,31.609806,芝溪路
绿景苏州公馆,6,13985.0,0.0992663,120.601576,31.220431,塔韵路199号
中海星湖国际,1,33869.0,-0.131552,120.72528600000001,31.332922999999997,九华路123号
崇文府第,17,10170.0,0.041279,120.938103,30.829121,阳光东路383号
S半岛清水湾花园(别墅),1,14758.0,-0.000135501,120.62957800000001,31.245872,澄湖西路111号
海韵华庭,2,8901.0,0.0380899,120.952148,30.542991999999998,长安北路333号
鑫苑国际城市花园,8,17895.0,-0.014687700000000001,120.56891100000001,31.322939,华山路8号
太湖胥香园(别墅),2,13238.0,-0.148622,120.484848,31.230288,子胥路
如意公寓,1,8163.0,0.0441289,120.66913000000001,30.920412,如意路12号
星城洛川,1,10462.0,-0.0190486,120.691505,30.525245,联塘路2号
颐高数码港,2,8481.0,0.272329,120.73180900000001,30.757176,中环西路
赞成紫景雅苑,2,8382.0,-0.0439293,120.77015,30.779333,东方路438号
太湖樱花园,2,16194.0,0.07287660000000001,120.48993700000001,31.244622999999997,孙武路
盛华园,1,20370.0,0.0557686,120.587604,30.638775,利民路
郁金香花苑,1,62183.0,-0.0390103,120.94649,31.402094,花园路1555号
南街小区,5,13060.0,-0.183746,120.958497,31.383959,南街
凤凰花苑,17,7608.0,-0.00480368,120.92901699999999,30.624228999999996,嘉盐路
中梁秀湖壹号院,58,10402.0,-0.0469806,120.685475,30.780036,秀园路
隆兴公寓(北区),1,8021.0,-0.158843,120.75769199999999,30.726069,新气象路
北大金城,97,11153.0,0.20644200000000001,120.91903799999999,30.861928000000002,体育北路533号
合景峰汇国际,13,16052.0,-0.0190093,120.60566499999999,31.371746999999996,阳澄湖西路
